word_id	ref	surface	lemma	morph
08mdR	Ruth.2.17	שְׂעֹרִֽים	8184	HNcfpa
08eWA	Ruth.2.18	וַ/תִּשָּׂא֙	c/5375	HC/Vqw3fs
08CqN	Ruth.2.18	וַ/תָּב֣וֹא	c/935	HC/Vqw3fs
08Cpt	Ruth.2.18	הָ/עִ֔יר	d/5892 b	HTd/Ncfsa
08aSi	Ruth.2.18	וַ/תֵּ֥רֶא	c/7200	HC/Vqw3fs
087VU	Ruth.2.18	חֲמוֹתָ֖/הּ	2545	HNcfsc/Sp3fs
08eK3	Ruth.2.18	אֵ֣ת	853	HTo
08c63	Ruth.2.18	אֲשֶׁר	834 a	HTr
08TuL	Ruth.2.18	לִקֵּ֑טָה	3950	HVpp3fs
08emQ	Ruth.2.18	וַ/תּוֹצֵא֙	c/3318	HC/Vhw3fs
08uf4	Ruth.2.18	וַ/תִּתֶּן	c/5414	HC/Vqw3fs
08jQv	Ruth.2.18	לָ֔/הּ	l	HR/Sp3fs
08ME1	Ruth.2.18	אֵ֥ת	853	HTo
08ht4	Ruth.2.18	אֲשֶׁר	834 a	HTr
083Yo	Ruth.2.18	הוֹתִ֖רָה	3498	HVhp3fs
08pYb	Ruth.2.18	מִ/שָּׂבְעָֽ/הּ	m/7648	HR/Ncmsc/Sp3fs
08g5u	Ruth.2.19	וַ/תֹּאמֶר֩	c/559	HC/Vqw3fs
08w6U	Ruth.2.19	לָ֨/הּ	l	HR/Sp3fs
08ifL	Ruth.2.19	חֲמוֹתָ֜/הּ	2545	HNcfsc/Sp3fs
08LZU	Ruth.2.19	אֵיפֹ֨ה	375	HTi
08yHT	Ruth.2.19	לִקַּ֤טְתְּ	3950	HVpp2fs
089Dq	Ruth.2.19	הַ/יּוֹם֙	d/3117	HTd/Ncmsa
087Vg	Ruth.2.19	וְ/אָ֣נָה	c/575	HC/D
083LR	Ruth.2.19	עָשִׂ֔ית	6213 a	HVqp2fs
08vdQ	Ruth.2.19	יְהִ֥י	1961	HVqj3ms
08zAa	Ruth.2.19	מַכִּירֵ֖/ךְ	5234 a	HVhrmsc/Sp2fs
08HK3	Ruth.2.19	בָּר֑וּךְ	1288	HVqsmsa
08sCi	Ruth.2.19	וַ/תַּגֵּ֣ד	c/5046	HC/Vhw3fs
08S3d	Ruth.2.19	לַ/חֲמוֹתָ֗/הּ	l/2545	HR/Ncfsc/Sp3fs
08RFe	Ruth.2.19	אֵ֤ת	853	HTo
08PfQ	Ruth.2.19	אֲשֶׁר	834 a	HTr
08AwN	Ruth.2.19	עָשְׂתָה֙	6213 a	HVqp3fs
08khc	Ruth.2.19	עִמּ֔/וֹ	5973 a	HR/Sp3ms
08kYA	Ruth.2.19	וַ/תֹּ֗אמֶר	c/559	HC/Vqw3fs
08u6F	Ruth.2.19	שֵׁ֤ם	8034	HNcmsc
08PYJ	Ruth.2.19	הָ/אִישׁ֙	d/376	HTd/Ncmsa
081Za	Ruth.2.19	אֲשֶׁ֨ר	834 a	HTr
08gam	Ruth.2.19	עָשִׂ֧יתִי	6213 a	HVqp1cs
08un5	Ruth.2.19	עִמּ֛/וֹ	5973 a	HR/Sp3ms
08WSe	Ruth.2.19	הַ/יּ֖וֹם	d/3117	HTd/Ncmsa
08AFs	Ruth.2.19	בֹּֽעַז	1162	HNp
08aJe	Ruth.2.20	וַ/תֹּ֨אמֶר	c/559	HC/Vqw3fs
08g2t	Ruth.2.20	נָעֳמִ֜י	5281	HNp
088HV	Ruth.2.20	לְ/כַלָּתָ֗/הּ	l/3618	HR/Ncfsc/Sp3fs
08j8W	Ruth.2.20	בָּר֥וּךְ	1288	HVqsmsa
08h73	Ruth.2.20	הוּא֙	1931	HPp3ms
089Yh	Ruth.2.20	לַ/יהוָ֔ה	l/3068	HR/Np
08SkM	Ruth.2.20	אֲשֶׁר֙	834 a	HTr
08yXK	Ruth.2.20	לֹא	3808	HTn
08hDf	Ruth.2.20	עָזַ֣ב	5800 a	HVqp3ms
08PuA	Ruth.2.20	חַסְדּ֔/וֹ	2617 a	HNcmsc/Sp3ms
08myi	Ruth.2.20	אֶת	854	HR
08YLn	Ruth.2.20	הַ/חַיִּ֖ים	d/2416 a	HTd/Aampa
08AXU	Ruth.2.20	וְ/אֶת	c/854	HC/R
08reD	Ruth.2.20	הַ/מֵּתִ֑ים	d/4191	HTd/Vqrmpa
08VFM	Ruth.2.20	וַ/תֹּ֧אמֶר	c/559	HC/Vqw3fs
08SGf	Ruth.2.20	לָ֣/הּ	l	HR/Sp3fs
089jX	Ruth.2.20	נָעֳמִ֗י	5281	HNp
086t4	Ruth.2.20	קָר֥וֹב	7138	HAamsa
08Yu7	Ruth.2.20	לָ֨/נוּ֙	l	HR/Sp1cp
08vL9	Ruth.2.20	הָ/אִ֔ישׁ	d/376	HTd/Ncmsa
08G2d	Ruth.2.20	מִֽ/גֹּאֲלֵ֖/נוּ	m/1350 a	HR/Vqrmsc/Sp1cp
08xY3	Ruth.2.20	הֽוּא	1931	HPp3ms
08Zmd	Ruth.2.21	וַ/תֹּ֖אמֶר	c/559	HC/Vqw3fs
08Wyn	Ruth.2.21	ר֣וּת	7327	HNp
08njg	Ruth.2.21	הַ/מּוֹאֲבִיָּ֑ה	d/4125	HTd/Ngfsa
08L6G	Ruth.2.21	גַּ֣ם	1571	HTa
08EDP	Ruth.2.21	כִּי	3588 a	HC
08QUP	Ruth.2.21	אָמַ֣ר	559	HVqp3ms
08fv8	Ruth.2.21	אֵלַ֗/י	413	HR/Sp1cs
082SX	Ruth.2.21	עִם	5973 a	HR
08pwZ	Ruth.2.21	הַ/נְּעָרִ֤ים	d/5288	HTd/Ncmpa
08KKJ	Ruth.2.21	אֲשֶׁר	834 a	HTr
08U9v	Ruth.2.21	לִ/י֙	l	HR/Sp1cs
083V4	Ruth.2.21	תִּדְבָּקִ֔י/ן	1692	HVqi2fs/Sn
08gJ1	Ruth.2.21	עַ֣ד	5704	HR
08rWk	Ruth.2.21	אִם	518 a	HC
086gQ	Ruth.2.21	כִּלּ֔וּ	3615	HVpp3cp
08mSF	Ruth.2.21	אֵ֥ת	853	HTo
08awX	Ruth.2.21	כָּל	3605	HNcmsc
08wik	Ruth.2.21	הַ/קָּצִ֖יר	d/7105 a	HTd/Ncmsa
08CVM	Ruth.2.21	אֲשֶׁר	834 a	HTr
08gbT	Ruth.2.21	לִֽ/י	l	HR/Sp1cs
08wMq	Ruth.2.22	וַ/תֹּ֥אמֶר	c/559	HC/Vqw3fs
082GY	Ruth.2.22	נָעֳמִ֖י	5281	HNp
08Doj	Ruth.2.22	אֶל	413	HR
08m3h	Ruth.2.22	ר֣וּת	7327	HNp
08Djb	Ruth.2.22	כַּלָּתָ֑/הּ	3618	HNcfsc/Sp3fs
08F5r	Ruth.2.22	ט֣וֹב	2896 a	HAamsa
08V4p	Ruth.2.22	בִּתִּ֗/י	1323	HNcfsc/Sp1cs
08HsZ	Ruth.2.22	כִּ֤י	3588 a	HC
08DgA	Ruth.2.22	תֵֽצְאִי֙	3318	HVqi2fs
08QCa	Ruth.2.22	עִם	5973 a	HR
08nps	Ruth.2.22	נַ֣עֲרוֹתָ֔י/ו	5291	HNcfpc/Sp3ms
08oA2	Ruth.2.22	וְ/לֹ֥א	c/3808	HC/Tn
08CYW	Ruth.2.22	יִפְגְּעוּ	6293	HVqi3mp
08TDs	Ruth.2.22	בָ֖/ךְ	b	HR/Sp2fs
08fhx	Ruth.2.22	בְּ/שָׂדֶ֥ה	b/7704 b	HR/Ncmsa
08JPp	Ruth.2.22	אַחֵֽר	312	HAamsa
08dWm	Ruth.2.23	וַ/תִּדְבַּ֞ק	c/1692	HC/Vqw3fs
08BYg	Ruth.2.23	בְּ/נַעֲר֥וֹת	b/5291	HR/Ncfpc
089by	Ruth.2.23	בֹּ֨עַז֙	1162	HNp
08VRt	Ruth.2.23	לְ/לַקֵּ֔ט	l/3950	HR/Vpc
08CPS	Ruth.2.23	עַד	5704	HR
08fiV	Ruth.2.23	כְּל֥וֹת	3615	HVqc
08vAa	Ruth.2.23	קְצִֽיר	7105 a	HNcmsc
088Na	Ruth.2.23	הַ/שְּׂעֹרִ֖ים	d/8184	HTd/Ncfpa
08RZN	Ruth.2.23	וּ/קְצִ֣יר	c/7105 a	HC/Ncmsc
08krV	Ruth.2.23	הַֽ/חִטִּ֑ים	d/2406	HTd/Ncfpa
08sQy	Ruth.2.23	וַ/תֵּ֖שֶׁב	c/3427	HC/Vqw3fs
08asy	Ruth.2.23	אֶת	854	HR
08rxG	Ruth.2.23	חֲמוֹתָֽ/הּ	2545	HNcfsc/Sp3fs
086fj	Ruth.3.1	וַ/תֹּ֥אמֶר	c/559	HC/Vqw3fs
08oGi	Ruth.3.1	לָ֖/הּ	l	HR/Sp3fs
08PrG	Ruth.3.1	נָעֳמִ֣י	5281	HNp
08Ao4	Ruth.3.1	חֲמוֹתָ֑/הּ	2545	HNcfsc/Sp3fs
08fjK	Ruth.3.1	בִּתִּ֞/י	1323	HNcfsc/Sp1cs
08Dwm	Ruth.3.1	הֲ/לֹ֧א	i/3808	HTi/Tn
0831Z	Ruth.3.1	אֲבַקֶּשׁ	1245	HVpi1cs
08nRw	Ruth.3.1	לָ֛/ךְ	l	HR/Sp2fs
08qjY	Ruth.3.1	מָנ֖וֹחַ	4494	HNcbsa
082oH	Ruth.3.1	אֲשֶׁ֥ר	834 a	HTr
08H3W	Ruth.3.1	יִֽיטַב	3190	HVqi3ms
08wQL	Ruth.3.1	לָֽ/ךְ	l	HR/Sp2fs
084LW	Ruth.3.2	וְ/עַתָּ֗ה	c/6258	HC/D
08q4j	Ruth.3.2	הֲ/לֹ֥א	i/3808	HTi/Tn
08Jdu	Ruth.3.2	בֹ֨עַז֙	1162	HNp
08cgg	Ruth.3.2	מֹֽדַעְתָּ֔/נוּ	4130	HNcfsc/Sp1cp
08x5W	Ruth.3.2	אֲשֶׁ֥ר	834 a	HTr
08s3h	Ruth.3.2	הָיִ֖ית	1961	HVqp2fs
08ymv	Ruth.3.2	אֶת	854	HR
0862T	Ruth.3.2	נַעֲרוֹתָ֑י/ו	5291	HNcfpc/Sp3ms
08NmZ	Ruth.3.2	הִנֵּה	2009	HTm
08RD4	Ruth.3.2	ה֗וּא	1931	HPp3ms
08Xjv	Ruth.3.2	זֹרֶ֛ה	2219	HVqrmsa
08WVH	Ruth.3.2	אֶת	853	HTo
08WMK	Ruth.3.2	גֹּ֥רֶן	1637	HNcbsc
08ctU	Ruth.3.2	הַ/שְּׂעֹרִ֖ים	d/8184	HTd/Ncfpa
08CmP	Ruth.3.2	הַ/לָּֽיְלָה	d/3915	HTd/Ncmsa
08LY2	Ruth.3.3	וְ/רָחַ֣צְתְּ	c/7364	HC/Vqq2fs
08k7w	Ruth.3.3	וָ/סַ֗כְתְּ	c/5480	HC/Vqq2fs
08JFy	Ruth.3.3	וְ/שַׂ֧מְתְּ	c/7760 a	HC/Vqq2fs
08Amf	Ruth.3.3	שמלת/ך	8071	HNcfsc/Sp2fs
08i9m	Ruth.3.3	שִׂמְלֹתַ֛יִ/ךְ	8071	HNcfpc/Sp2fs
08FCo	Ruth.3.3	עָלַ֖יִ/ךְ	5921 a	HR/Sp2fs
08wNS	Ruth.3.3	ו/ירדתי	c/3381	HC/Vqq1cs
08XPV	Ruth.3.3	וְ/יָרַ֣דְתְּ	c/3381	HC/Vqq2fs
08K9E	Ruth.3.3	הַ/גֹּ֑רֶן	d/1637	HTd/Ncbsa
08sNR	Ruth.3.3	אַל	408	HTn
08pww	Ruth.3.3	תִּוָּדְעִ֣י	3045	HVNj2fs
08d1k	Ruth.3.3	לָ/אִ֔ישׁ	l/376	HRd/Ncmsa
08Gpp	Ruth.3.3	עַ֥ד	5704	HR
08T85	Ruth.3.3	כַּלֹּת֖/וֹ	3615	HVpc/Sp3ms
08E2x	Ruth.3.3	לֶ/אֱכֹ֥ל	l/398	HR/Vqc
08vUM	Ruth.3.3	וְ/לִ/שְׁתּֽוֹת	c/l/8354	HC/R/Vqc
08pMW	Ruth.3.4	וִ/יהִ֣י	c/1961	HC/Vqj3ms
08fiZ	Ruth.3.4	בְ/שָׁכְב֗/וֹ	b/7901	HR/Vqc/Sp3ms
08FQf	Ruth.3.4	וְ/יָדַ֨עַתְּ֙	c/3045	HC/Vqq2fs
08Gbx	Ruth.3.4	אֶת	853	HTo
08H82	Ruth.3.4	הַ/מָּקוֹם֙	d/4725	HTd/Ncmsa
08XaZ	Ruth.3.4	אֲשֶׁ֣ר	834 a	HTr
08RGz	Ruth.3.4	יִשְׁכַּב	7901	HVqi3ms
08tQ1	Ruth.3.4	שָׁ֔ם	8033	HD
08oSR	Ruth.3.4	וּ/בָ֛את	c/935	HC/Vqq2fs
08rUR	Ruth.3.4	וְ/גִלִּ֥ית	c/1540	HC/Vpq2fs
08NME	Ruth.3.4	מַרְגְּלֹתָ֖י/ו	4772	HNcfpc/Sp3ms
08eQs	Ruth.3.4	ו/שכבתי	c/7901	HC/Vqq1cs
08fE2	Ruth.3.4	וְ/שָׁכָ֑בְתְּ	c/7901	HC/Vqq2fs
08rio	Ruth.3.4	וְ/הוּא֙	c/1931	HC/Pp3ms
08hum	Ruth.3.4	יַגִּ֣יד	5046	HVhi3ms
08UG5	Ruth.3.4	לָ֔/ךְ	l	HR/Sp2fs
08tZb	Ruth.3.4	אֵ֖ת	853	HTo
08UEd	Ruth.3.4	אֲשֶׁ֥ר	834 a	HTr
08zit	Ruth.3.4	תַּעַשִֽׂי/ן	6213 a	HVqi2fs/Sn
08pcg	Ruth.3.5	וַ/תֹּ֖אמֶר	c/559	HC/Vqw3fs
081pD	Ruth.3.5	אֵלֶ֑י/הָ	413	HR/Sp3fs
08UCh	Ruth.3.5	כֹּ֛ל	3605	HNcmsa
08jZZ	Ruth.3.5	אֲשֶׁר	834 a	HTr
087a3	Ruth.3.5	תֹּאמְרִ֥י	559	HVqi2fs
08k23	Ruth.3.5	אֵלַ֖/י	413	HR/Sp1cs
08nxs	Ruth.3.5	אֶֽעֱשֶֽׂה	6213 a	HVqi1cs
08Rs7	Ruth.3.6	וַ/תֵּ֖רֶד	c/3381	HC/Vqw3fs
08x1q	Ruth.3.6	הַ/גֹּ֑רֶן	d/1637	HTd/Ncbsa
08ozK	Ruth.3.6	וַ/תַּ֕עַשׂ	c/6213 a	HC/Vqw3fs
086Tj	Ruth.3.6	כְּ/כֹ֥ל	k/3605	HR/Ncmsa
08Wp4	Ruth.3.6	אֲשֶׁר	834 a	HTr
08ayu	Ruth.3.6	צִוַּ֖תָּ/ה	6680	HVpp3fs/Sp3fs
08izi	Ruth.3.6	חֲמוֹתָֽ/הּ	2545	HNcfsc/Sp3fs
08cNi	Ruth.3.7	וַ/יֹּ֨אכַל	c/398	HC/Vqw3ms
082Z3	Ruth.3.7	בֹּ֤עַז	1162	HNp
08bTo	Ruth.3.7	וַ/יֵּשְׁתְּ֙	c/8354	HC/Vqw3ms
08hvK	Ruth.3.7	וַ/יִּיטַ֣ב	c/3190	HC/Vqw3ms
08XQw	Ruth.3.7	לִבּ֔/וֹ	3820 a	HNcmsc/Sp3ms
08Ssi	Ruth.3.7	וַ/יָּבֹ֕א	c/935	HC/Vqw3ms
08UtQ	Ruth.3.7	לִ/שְׁכַּ֖ב	l/7901	HR/Vqc
08MVx	Ruth.3.7	בִּ/קְצֵ֣ה	b/7097 a	HR/Ncbsc
084dp	Ruth.3.7	הָ/עֲרֵמָ֑ה	d/6194	HTd/Ncfsa
08nsw	Ruth.3.7	וַ/תָּבֹ֣א	c/935	HC/Vqw3fs
08KGj	Ruth.3.7	בַ/לָּ֔ט	b/3909	HRd/Ncmsa
088xz	Ruth.3.7	וַ/תְּגַ֥ל	c/1540	HC/Vpw3fs
08y1Z	Ruth.3.7	מַרְגְּלֹתָ֖י/ו	4772	HNcfpc/Sp3ms
08Uq9	Ruth.3.7	וַ/תִּשְׁכָּֽב	c/7901	HC/Vqw3fs
08TiM	Ruth.3.8	וַ/יְהִי֙	c/1961	HC/Vqw3ms
08NqW	Ruth.3.8	בַּ/חֲצִ֣י	b/2677	HR/Ncmsc
08emv	Ruth.3.8	הַ/לַּ֔יְלָה	d/3915	HTd/Ncmsa
083r3	Ruth.3.8	וַ/יֶּחֱרַ֥ד	c/2729	HC/Vqw3ms
08sEP	Ruth.3.8	הָ/אִ֖ישׁ	d/376	HTd/Ncmsa
08BYi	Ruth.3.8	וַ/יִּלָּפֵ֑ת	c/3943	HC/VNw3ms
08K78	Ruth.3.8	וְ/הִנֵּ֣ה	c/2009	HC/Tm
08LG5	Ruth.3.8	אִשָּׁ֔ה	802	HNcfsa
08pvY	Ruth.3.8	שֹׁכֶ֖בֶת	7901	HVqrfsa
08B6g	Ruth.3.8	מַרְגְּלֹתָֽי/ו	4772	HNcfpc/Sp3ms
08UDg	Ruth.3.9	וַ/יֹּ֖אמֶר	c/559	HC/Vqw3ms
08Baw	Ruth.3.9	מִי	4310	HTi
08MZ9	Ruth.3.9	אָ֑תּ	859 c	HPp2fs
08Svn	Ruth.3.9	וַ/תֹּ֗אמֶר	c/559	HC/Vqw3fs
08x62	Ruth.3.9	אָנֹכִי֙	595	HPp1cs
08dQK	Ruth.3.9	ר֣וּת	7327	HNp
08dDm	Ruth.3.9	אֲמָתֶ֔/ךָ	519	HNcfsc/Sp2ms
08XwG	Ruth.3.9	וּ/פָרַשְׂתָּ֤	c/6566	HC/Vqq2ms
08iPC	Ruth.3.9	כְנָפֶ֨/ךָ֙	3671	HNcfsc/Sp2ms
088E1	Ruth.3.9	עַל	5921 a	HR
084vF	Ruth.3.9	אֲמָ֣תְ/ךָ֔	519	HNcfsc/Sp2ms
08y7z	Ruth.3.9	כִּ֥י	3588 a	HC
08bvs	Ruth.3.9	גֹאֵ֖ל	1350 a	HVqrmsa
08Gxe	Ruth.3.9	אָֽתָּה	859 a	HPp2ms
08Qjd	Ruth.3.10	וַ/יֹּ֗אמֶר	c/559	HC/Vqw3ms
08t98	Ruth.3.10	בְּרוּכָ֨ה	1288	HVqsfsa
08YfW	Ruth.3.10	אַ֤תְּ	859 c	HPp2fs
08P1s	Ruth.3.10	לַֽ/יהוָה֙	l/3068	HR/Np
08a9X	Ruth.3.10	בִּתִּ֔/י	1323	HNcfsc/Sp1cs
08RUp	Ruth.3.10	הֵיטַ֛בְתְּ	3190	HVhp2fs
087Kw	Ruth.3.10	חַסְדֵּ֥/ךְ	2617 a	HNcmsc/Sp2fs
08E6n	Ruth.3.10	הָ/אַחֲר֖וֹן	d/314	HTd/Aamsa
084YU	Ruth.3.10	מִן	4480 a	HR
08yMS	Ruth.3.10	הָ/רִאשׁ֑וֹן	d/7223	HTd/Aamsa
08RZD	Ruth.3.10	לְ/בִלְתִּי	l/1115	HR/C
08T97	Ruth.3.10	לֶ֗כֶת	3212	HVqc
085L1	Ruth.3.10	אַחֲרֵי֙	310 a	HR
08nY7	Ruth.3.10	הַ/בַּ֣חוּרִ֔ים	d/970	HTd/Ncmpa
08S83	Ruth.3.10	אִם	518 a	HC
08SDb	Ruth.3.10	דַּ֖ל	1800	HAamsa
08DKS	Ruth.3.10	וְ/אִם	c/518 a	HC/C
08YKr	Ruth.3.10	עָשִֽׁיר	6223	HAamsa
08r66	Ruth.3.11	וְ/עַתָּ֗ה	c/6258	HC/D
08TW5	Ruth.3.11	בִּתִּ/י֙	1323	HNcfsc/Sp1cs
08KaN	Ruth.3.11	אַל	408	HTn
08FsE	Ruth.3.11	תִּ֣ירְאִ֔י	3372	HVqj2fs
087Np	Ruth.3.11	כֹּ֥ל	3605	HNcmsa
08965	Ruth.3.11	אֲשֶׁר	834 a	HTr
08MeK	Ruth.3.11	תֹּאמְרִ֖י	559	HVqi2fs
08Pw8	Ruth.3.11	אֶֽעֱשֶׂה	6213 a	HVqi1cs
08Bxn	Ruth.3.11	לָּ֑/ךְ	l	HR/Sp2fs
08Gne	Ruth.3.11	כִּ֤י	3588 a	HC
08uXm	Ruth.3.11	יוֹדֵ֨עַ֙	3045	HVqrmsa
08Cmf	Ruth.3.11	כָּל	3605	HNcmsc
08K6T	Ruth.3.11	שַׁ֣עַר	8179	HNcmsc
08XFF	Ruth.3.11	עַמִּ֔/י	5971 a	HNcmsc/Sp1cs
08gKP	Ruth.3.11	כִּ֛י	3588 a	HC
08YUv	Ruth.3.11	אֵ֥שֶׁת	802	HNcfsc
08HQ9	Ruth.3.11	חַ֖יִל	2428	HNcmsa
08D5P	Ruth.3.11	אָֽתְּ	859 c	HPp2fs
08pVx	Ruth.3.12	וְ/עַתָּה֙	c/6258	HC/D
08WAq	Ruth.3.12	כִּ֣י	3588 a	HC
08PxM	Ruth.3.12	אָמְנָ֔ם	551	HD
08oCH	Ruth.3.12	כִּ֥י	3588 a	HC
08tQE	Ruth.3.12	אם	518 a	HC
08wtX	Ruth.3.12	גֹאֵ֖ל	1350 a	HVqrmsa
08Hso	Ruth.3.12	אָנֹ֑כִי	595	HPp1cs
08yS3	Ruth.3.12	וְ/גַ֛ם	c/1571	HC/Ta
08PHG	Ruth.3.12	יֵ֥שׁ	3426	HTm
081go	Ruth.3.12	גֹּאֵ֖ל	1350 a	HVqrmsa
08XLB	Ruth.3.12	קָר֥וֹב	7138	HAamsa
08KTJ	Ruth.3.12	מִמֶּֽ/נִּי	4480 a	HR/Sp1cs
08twL	Ruth.3.13	לִ֣ינִי	3885 a	HVqv2fs
083MS	Ruth.3.13	הַ/לַּ֗יְלָה	d/3915	HTd/Ncmsa
08GnD	Ruth.3.13	וְ/הָיָ֤ה	c/1961	HC/Vqq3ms
08rVJ	Ruth.3.13	בַ/בֹּ֨קֶר֙	b/1242	HRd/Ncmsa
08w2R	Ruth.3.13	אִם	518 a	HC
08JsR	Ruth.3.13	יִגְאָלֵ֥/ךְ	1350 a	HVqi3ms/Sp2fs
08Sv8	Ruth.3.13	טוֹב֙	2896 a	HAamsa
08adR	Ruth.3.13	יִגְאָ֔ל	1350 a	HVqi3ms
08xek	Ruth.3.13	וְ/אִם	c/518 a	HC/C
08UEH	Ruth.3.13	לֹ֨א	3808	HTn
08L2G	Ruth.3.13	יַחְפֹּ֧ץ	2654 a	HVqi3ms
08oPm	Ruth.3.13	לְ/גָֽאֳלֵ֛/ךְ	l/1350 a	HR/Vqc/Sp2fs
08azH	Ruth.3.13	וּ/גְאַלְתִּ֥י/ךְ	c/1350 a	HC/Vqq1cs/Sp2fs
08fZA	Ruth.3.13	אָנֹ֖כִי	595	HPp1cs
086Hj	Ruth.3.13	חַי	2416 a	HNcbsa
08UCE	Ruth.3.13	יְהוָ֑ה	3068	HNp
08dvY	Ruth.3.13	שִׁכְבִ֖י	7901	HVqv2fs
08YkN	Ruth.3.13	עַד	5704	HR
08k6s	Ruth.3.13	הַ/בֹּֽקֶר	d/1242	HTd/Ncmsa
08awY	Ruth.3.14	וַ/תִּשְׁכַּ֤ב	c/7901	HC/Vqw3fs
08Wb1	Ruth.3.14	מרגלת/ו	4772	HNcfsc/Sp3ms
08EAT	Ruth.3.14	מַרְגְּלוֹתָי/וֹ֙	4772	HNcfpc/Sp3ms
08MzG	Ruth.3.14	עַד	5704	HR
08RBM	Ruth.3.14	הַ/בֹּ֔קֶר	d/1242	HTd/Ncmsa
08wzx	Ruth.3.14	וַ/תָּ֕קָם	c/6965 b	HC/Vqw3fs
087Vm	Ruth.3.14	ב/טרום	b/2958	HR/D
08vSy	Ruth.3.14	בְּ/טֶ֛רֶם	b/2962	HR/D
08qgp	Ruth.3.14	יַכִּ֥יר	5234 a	HVhi3ms
08bcQ	Ruth.3.14	אִ֖ישׁ	376	HNcmsa
08GFP	Ruth.3.14	אֶת	853	HTo
08QZx	Ruth.3.14	רֵעֵ֑/הוּ	7453	HNcmsc/Sp3ms
08JH9	Ruth.3.14	וַ/יֹּ֨אמֶר֙	c/559	HC/Vqw3ms
08Cdg	Ruth.3.14	אַל	408	HTn
08Uv6	Ruth.3.14	יִוָּדַ֔ע	3045	HVNj3ms
08eec	Ruth.3.14	כִּי	3588 a	HC
08bea	Ruth.3.14	בָ֥אָה	935	HVqp3fs
08zx5	Ruth.3.14	הָ/אִשָּׁ֖ה	d/802	HTd/Ncfsa
08SMW	Ruth.3.14	הַ/גֹּֽרֶן	d/1637	HTd/Ncbsa
08GYp	Ruth.3.15	וַ/יֹּ֗אמֶר	c/559	HC/Vqw3ms
081GH	Ruth.3.15	הָ֠בִי	3051	HVqv2fs
083QW	Ruth.3.15	הַ/מִּטְפַּ֧חַת	d/4304	HTd/Ncfsa
08tAW	Ruth.3.15	אֲשֶׁר	834 a	HTr
08DCB	Ruth.3.15	עָלַ֛יִ/ךְ	5921 a	HR/Sp2fs
08r2Z	Ruth.3.15	וְ/אֶֽחֳזִי	c/270	HC/Vqv2fs
08don	Ruth.3.15	בָ֖/הּ	b	HR/Sp3fs
08cdc	Ruth.3.15	וַ/תֹּ֣אחֶז	c/270	HC/Vqw3fs
08Ybs	Ruth.3.15	בָּ֑/הּ	b	HR/Sp3fs
08iFe	Ruth.3.15	וַ/יָּ֤מָד	c/4058	HC/Vqw3ms
089w8	Ruth.3.15	שֵׁשׁ	8337	HAcfsa
089fJ	Ruth.3.15	שְׂעֹרִים֙	8184	HNcfpa
08rMg	Ruth.3.15	וַ/יָּ֣שֶׁת	c/7896	HC/Vqw3ms
08T3v	Ruth.3.15	עָלֶ֔י/הָ	5921 a	HR/Sp3fs
08e37	Ruth.3.15	וַ/יָּבֹ֖א	c/935	HC/Vqw3ms
08F5j	Ruth.3.15	הָ/עִֽיר	d/5892 b	HTd/Ncfsa
08drK	Ruth.3.16	וַ/תָּבוֹא֙	c/935	HC/Vqw3fs
081TS	Ruth.3.16	אֶל	413	HR
08e65	Ruth.3.16	חֲמוֹתָ֔/הּ	2545	HNcfsc/Sp3fs
08Fkx	Ruth.3.16	וַ/תֹּ֖אמֶר	c/559	HC/Vqw3fs
08ZVs	Ruth.3.16	מִי	4310	HTi
08bmu	Ruth.3.16	אַ֣תְּ	859 c	HPp2fs
08eis	Ruth.3.16	בִּתִּ֑/י	1323	HNcfsc/Sp1cs
08B8V	Ruth.3.16	וַ/תַּ֨גֶּד	c/5046	HC/Vhw3fs
08gjk	Ruth.3.16	לָ֔/הּ	l	HR/Sp3fs
08tiD	Ruth.3.16	אֵ֛ת	853	HTo
08kXw	Ruth.3.16	כָּל	3605	HNcmsa
08cHm	Ruth.3.16	אֲשֶׁ֥ר	834 a	HTr
08Loa	Ruth.3.16	עָֽשָׂה	6213 a	HVqp3ms
08NW8	Ruth.3.16	לָ֖/הּ	l	HR/Sp3fs
08Ufy	Ruth.3.16	הָ/אִֽישׁ	d/376	HTd/Ncmsa
08FCe	Ruth.3.17	וַ/תֹּ֕אמֶר	c/559	HC/Vqw3fs
08CBn	Ruth.3.17	שֵׁשׁ	8337	HAcfsa
08QFm	Ruth.3.17	הַ/שְּׂעֹרִ֥ים	d/8184	HTd/Ncfpa
082st	Ruth.3.17	הָ/אֵ֖לֶּה	d/428	HTd/Pdxcp
08rCW	Ruth.3.17	נָ֣תַן	5414	HVqp3ms
087gm	Ruth.3.17	לִ֑/י	l	HR/Sp1cs
08zkf	Ruth.3.17	כִּ֚י	3588 a	HC
08941	Ruth.3.17	אָמַ֣ר	559	HVqp3ms
086C3	Ruth.3.17	אֵלַ֔/י	413	HR/Sp1cs
08WMb	Ruth.3.17	אַל	408	HTn
08ZgJ	Ruth.3.17	תָּב֥וֹאִי	935	HVqj2fs
08Ft4	Ruth.3.17	רֵיקָ֖ם	7387	HD
08iMP	Ruth.3.17	אֶל	413	HR
08aom	Ruth.3.17	חֲמוֹתֵֽ/ךְ	2545	HNcfsc/Sp2fs
